"true_treatment_ordered","session","period","group","game","global_group","chat_decent","chat_advice","chat_cent","strategy1","strategy2","coordinate","coordinate_safe","coordinate_efficient","coordinate_other","payoff_b1","payoff_b2","payoff_manager","any_suggestion","suggest_safe","suggest_efficient","last_suggest_efficient","agree_proposal","discuss_coordinate","discuss_fairness","discuss_efficient","discuss_rules","discuss_howtoplay","explanation","ask_game","receive_report","truthful","falsehood","contradict","disagreement","neither_report","truth_a1","truth_a2","false_a1","false_a2","nummess_man","nummess_agent","man_suggest_safe","man_suggest_efficient","man_agree_proposal","man_discuss_coordinate","man_discuss_fairness","man_discuss_efficient","man_discuss_rules","man_discuss_howtoplay","man_explanation","man_ask_game"
"CH-MC","33","4","7","3","3307","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","0.5","1","0","1","1","0","0","0.33333334","0","1","1","0","0","0","0","0","1","0","0","5","17","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","5","7","2","3307","0","0","1","4","4","1","0","0","1","39","25","64","1","1","0","0","1","0","1","0","0","0.33333334","0.66666669","0","1","1","0","0","0","0","0","1","0","0","5","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","6","7","3","3307","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0.33333334","1","0","0","0.33333334","0","0","1","1","0","0","0","0","0","1","0","0","4","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","7","7","1","3307","0","0","1","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0.66666669","0.5","0","0","0.33333334","0","1","1","0","0","0","0","0","1","0","0","3","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","8","7","4","3307","0","0","1","4","4","1","0","1","0","47","33","80","1","1","1","0.5","1","0","0.66666669","1","0","0.33333334","0.33333334","0","1","1","0","0","0","0","0","1","0","0","4","9","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","9","7","5","3307","0","0","1","3","3","1","1","0","0","32","32","64","1","1","1","0","1","0","1","0.5","0","0","0","0","1","1","0","0","0","0","0","1","0","0","5","5","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","10","7","1","3307","0","0","1","2","2","1","0","0","1","29","43","72","1","1","0","0","1","0","1","1","0","0","0.33333334","1","1","1","0","0","0","0","0","1","0","0","3","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","11","7","5","3307","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.66666669","1","0","0","0.33333334","0","1","1","0","0","0","0","0","1","0","0","2","10","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","12","7","5","3307","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","1","0.5","0.33333334","0.66666669","1","0","0","0.33333334","0","1","1","0","0","0","0","0","1","0","0","4","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","13","7","3","3307","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","0.5","0.5","0","0.66666669","0.5","0","0","0.33333334","0","1","1","0","0","0","0","0","1","0","0","6","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","14","7","5","3307","0","0","1","5","5","1","0","1","0","54","26","80","1","1","1","1","0","0","0.66666669","0.5","0.33333334","0","0.66666669","0","1","1","0","0","0","0","0","1","0","0","2","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","15","7","1","3307","0","0","1","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","1","0.5","0","0","0.33333334","0","1","1","0","0","0","0","0","1","0","0","8","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","16","7","4","3307","0","0","1","4","4","1","0","1","0","47","33","80","1","1","1","1","1","0","1","0.5","0","0","0.33333334","0","1","1","0","0","0","0","0","1","0","0","5","12","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","17","7","2","3307","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0.33333334","1","0.5","0","0.66666669","0.66666669","0","1","1","0","0","0","0","0","1","0","0","7","8","0","0","0","0","0","0","0","0","0","0"
"CH-MC","33","18","7","2","3307","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","0.5","0.33333334","0.33333334","0","0.33333334","0.33333334","0.33333334","0","1","1","0","0","0","0","0","1","0","0","8","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","1","7","4","3407","0","0","1","1","1","1","0","0","1","14","42","56","1","0","1","0.5","0","0","0.33333334","0.5","0.66666669","0.33333334","0","0","1","1","0","0","0","0","1","1","0","0","1","6","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","2","7","5","3407","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.66666669","1","0.66666669","0.33333334","0.66666669","1","1","1","0","0","0","0","1","0","0","0","6","19","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","3","7","2","3407","0","0","1","2","2","1","0","1","0","33","47","80","1","1","1","1","1","0","1","1","0","0.33333334","0.66666669","0.5","1","1","0","0","0","0","1","0","0","0","3","21","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","4","7","3","3407","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","1","0.33333334","0","0.66666669","0","1","1","0","0","0","0","1","0","0","0","9","20","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","5","7","2","3407","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","0.5","1","0","0.66666669","1","0","0","0.66666669","0.5","1","1","0","0","0","0","1","0","0","0","10","19","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","6","7","3","3407","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","0.5","0.5","0.33333334","0.33333334","0","0","0","1","0","1","1","0","0","0","0","1","0","0","0","6","15","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","7","7","1","3407","0","0","1","1","1","1","0","1","0","26","54","80","1","1","0","0","0.5","0","1","1","0","0.33333334","1","0","1","1","0","0","0","0","1","0","0","0","4","20","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","8","7","4","3407","0","0","1","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0.66666669","1","0.33333334","0","0.66666669","1","1","1","0","0","0","0","1","1","0","0","12","22","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","9","7","5","3407","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.66666669","0.5","1","0","0","1","1","1","0","0","0","0","1","1","0","0","7","25","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","10","7","1","3407","0","0","1","2","2","1","0","0","1","29","43","72","1","0","1","0","0.5","0","0","0","0.66666669","0.33333334","0.66666669","1","1","1","0","0","0","0","1","1","0","0","8","18","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","11","7","5","3407","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.33333334","0.5","0","0","0.33333334","1","1","1","0","0","0","0","1","1","0","0","6","21","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","12","7","5","3407","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","0.5","1","0","0.33333334","0.5","0.33333334","0","0.66666669","0.5","1","1","0","0","0","0","1","1","0","0","11","22","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","13","7","3","3407","0","0","1","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0.66666669","1","0","0.66666669","0.66666669","0","1","1","0","0","0","0","0","1","0","0","7","21","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","14","7","5","3407","0","0","1","5","5","1","0","1","0","54","26","80","1","0","1","0.5","1","0","0","0.5","0","0","1","0","1","1","0","0","0","0","0","1","0","0","10","16","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","15","7","1","3407","0","0","1","1","1","1","0","1","0","26","54","80","1","0","1","1","0.5","0","0.33333334","0","0.66666669","0","0","0","1","1","0","0","0","0","0","1","0","0","8","14","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","16","7","4","3407","0","0","1","4","4","1","0","1","0","47","33","80","1","0","1","0.5","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","7","7","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","17","7","2","3407","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","0","0","0","0.5","0","0.33333334","0.66666669","0","1","1","0","0","0","0","1","1","0","0","7","11","0","0","0","0","0","0","0","0","0","0"
"CH-MC","34","18","7","2","3407","0","0","1","2","2","1","0","1","0","33","47","80","1","0","1","1","0.5","0","0","0","0.33333334","0","0.33333334","0.5","1","1","0","0","0","0","1","1","0","0","7","14","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","1","8","3","81","0","1","0","2","3","0","0","0","0","15","29","44","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","2","8","3","81","0","1","0","3","2","0","0","0","0","26","29","55","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"CH/A-D","35","3","8","5","81","0","1","0","5","2","0","0","0","0","12","-7","5","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0.5","0","0","0","0","0","0","1","0"
"CH/A-D","35","4","8","2","81","0","1","0","4","2","0","0","0","0","11","19","30","0","0","0","0","0.5","0.66666669","0","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","3","4","0","0","0","0.66666669","0","0","0","0","0.66666669","0"
"CH/A-D","35","5","8","4","81","0","1","0","4","3","0","0","0","0","33","22","55","0","0","0","0","0","0.66666669","0","1","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","5","2","0","0","0","0.66666669","0","1","0","0","0.66666669","0"
"CH/A-D","35","6","8","1","81","0","1","0","4","1","0","0","0","0","-7","12","5","0","0","0","0","1","0.66666669","1","0.33333334","0","0.66666669","1","0","0","0","0","0","0","1","0","0","0","0","3","12","0","0","0","0.66666669","0.33333334","0.33333334","0","0","0.66666669","0"
"CH/A-D","35","7","8","2","81","0","1","0","3","3","1","1","0","0","36","36","72","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.5","0","0","0","0","0.5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","8","8","3","81","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","9","8","1","81","0","1","0","1","1","1","0","1","0","26","54","80","0","0","0","0","0","0","0","1","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","10","8","5","81","0","1","0","5","5","1","0","1","0","54","26","80","0","0","0","0","0","0","0","0","0","0.66666669","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","11","8","4","81","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","0","0.66666669","1","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","12","8","3","81","0","1","0","3","3","1","1","1","0","40","40","80","0.5","0.5","0.5","0.5","0","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","4","4","0","0.5","0","0","0.66666669","0","0","0","0.66666669","0"
"CH/A-D","35","13","8","2","81","0","1","0","3","2","0","0","0","0","22","33","55","0","0","0","0","0","0","1","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","5","0","0","0","0","0.66666669","0","0","0","0.66666669","0"
"CH/A-D","35","14","8","3","81","0","1","0","4","1","0","0","0","0","1","4","5","0","0","0","0","0","0","0.66666669","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","2","6","0","0","0","0","0","0","0","0","1","0"
"CH/A-D","35","15","8","1","81","0","1","0","3","1","0","0","0","0","4","26","30","0","0","0","0","0","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","3","0","0","0","0","0","0","0","0","0.66666669","0"
"CH/A-D","35","16","8","5","81","0","1","0","3","3","1","1","0","0","32","32","64","0.5","0.5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","17","8","3","81","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","35","18","8","3","81","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","0","0","0","0","0.66666669","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","1","8","3","82","0","1","0","1","1","1","0","0","1","18","46","64","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","2","8","3","82","0","1","0","4","4","1","0","0","1","43","29","72","1","0","0","0","0.5","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","8","0","0","0","0","0.33333334","0","0","0","0","0"
"CH/A-D","36","3","8","5","82","0","1","0","2","2","1","0","0","1","21","35","56","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","4","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","4","8","2","82","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","1","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","2","13","0","0","0","0","1","0","0","0","0","0"
"CH/A-D","36","5","8","4","82","0","1","0","4","4","1","0","1","0","47","33","80","1","0","1","1","1","0","0","0","0.66666669","0.66666669","0.33333334","0","0","0","0","0","0","1","0","0","0","0","1","8","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","6","8","1","82","0","1","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","7","8","2","82","0","1","0","4","4","1","0","0","1","39","25","64","1","1","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","8","8","3","82","0","1","0","2","2","1","0","0","1","29","43","72","1","0","0","0","1","0","0","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","9","8","1","82","0","1","0","4","4","1","0","0","1","35","21","56","1","0","0","0","1","0","0","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","10","8","5","82","0","1","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","1","0","0","0.33333334","0.66666669","0","0","0","0","0","0","1","0","0","0","0","4","19","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","11","8","4","82","0","1","0","2","2","1","0","0","1","25","39","64","1","0","0","0","0.5","0","0","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","12","8","3","82","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","1","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","13","8","2","82","0","1","0","4","4","1","0","0","1","39","25","64","1","0","0","0","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","14","8","3","82","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0.5","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","15","8","1","82","0","1","0","1","1","1","0","1","0","26","54","80","1","0","0.5","0.5","0.5","0","0.66666669","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","16","8","5","82","0","1","0","5","5","1","0","1","0","54","26","80","1","0","1","1","1","0","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","17","8","3","82","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","12","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","36","18","8","3","82","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0","0","0.66666669","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","1","8","3","83","0","1","0","4","2","0","0","0","0","15","15","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","2","8","3","83","0","1","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","1","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","4","9","0","0","0.5","0","0","0.33333334","0","0","0.33333334","0"
"CH/A-D","37","3","8","5","83","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0.5","0","1","0","1","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","2","9","0","0","1","0","0.66666669","0.66666669","0","0","0","0"
"CH/A-D","37","4","8","2","83","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","5","0","0","0.5","0","0","0","0","0","0","0"
"CH/A-D","37","5","8","4","83","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0"
"CH/A-D","37","6","8","1","83","0","1","0","3","3","1","1","0","0","32","32","64","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0.5","0","0","0","0","0","0","0"
"CH/A-D","37","7","8","2","83","0","1","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0"
"CH/A-D","37","8","8","3","83","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","2","0","0","0.5","0","0","0","0","0","0","0"
"CH/A-D","37","9","8","1","83","0","1","0","3","3","1","1","0","0","32","32","64","0","0","0","0","0.5","0","0.66666669","0","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","4","7","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","10","8","5","83","0","1","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","1","0","1","0","0.66666669","0.5","0","0","0","0","0","1","0","0","0","0","4","15","0","0","0.5","0","0","0","0.66666669","0","0","0.5"
"CH/A-D","37","11","8","4","83","0","1","0","3","3","1","1","0","0","36","36","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","12","8","3","83","0","1","0","3","3","1","1","1","0","40","40","80","0.5","0.5","0.5","0.5","1","0","0","0.66666669","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","1","5","0","0","1","0","0","0","0","0","0","0"
"CH/A-D","37","13","8","2","83","0","1","0","3","3","1","1","0","0","36","36","72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","14","8","3","83","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","15","8","1","83","0","1","0","3","3","1","1","0","0","32","32","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","16","8","5","83","0","1","0","3","3","1","1","0","0","32","32","64","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","17","8","3","83","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CH/A-D","37","18","8","3","83","0","1","0","3","3","1","1","1","0","40","40","80","0","0","0","0","0","0","0.66666669","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","2","8","0","0","0","0","0","0","1","0","0","0"
"CH/S-D","29","1","8","3","2908","1","0","0","3","4","0","0","0","0","26","15","41","0","0","0","0","0","0","0","1","0","0.66666669","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","2","8","3","2908","1","0","0","4","4","1","0","0","1","43","29","72","1","0","0","0","0","0","0.33333334","1","0.33333334","0.33333334","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","3","8","5","2908","1","0","0","4","4","1","0","0","1","43","29","72","1","0","0","0","0","0","1","1","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","4","8","2","2908","1","0","0","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0.33333334","0","0.5","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","5","8","4","2908","1","0","0","3","3","1","1","0","0","36","36","72","1","1","1","0","0.5","0","1","0.5","0","0","0.66666669","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","6","8","1","2908","1","0","0","3","3","1","1","0","0","32","32","64","1","1","1","0","0","0","1","0","0","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","7","8","2","2908","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","0","0","1","0","0","0.33333334","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","8","8","3","2908","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","0.5","0.66666669","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","9","8","1","2908","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","10","8","5","2908","1","0","0","3","3","1","1","0","0","32","32","64","1","1","0","0","0","0.33333334","0.66666669","0.5","0.33333334","0","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","11","8","4","2908","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","12","8","3","2908","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","13","8","2","2908","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","14","8","3","2908","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","15","8","1","2908","1","0","0","3","3","1","1","0","0","32","32","64","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","16","8","5","2908","1","0","0","3","3","1","1","0","0","32","32","64","0.5","0.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","17","8","3","2908","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","0.5","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","29","18","8","3","2908","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","1","8","3","3008","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","2","8","3","3008","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","3","8","5","3008","1","0","0","4","4","1","0","0","1","43","29","72","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","4","8","2","3008","1","0","0","2","2","1","0","1","0","33","47","80","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","5","8","4","3008","1","0","0","5","5","1","0","0","1","50","22","72","1","0","1","0","0.5","0","0.33333334","0.5","0.33333334","0","0","0","0","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","6","8","1","3008","1","0","0","1","1","1","0","1","0","26","54","80","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","7","8","2","3008","1","0","0","3","3","1","1","0","0","36","36","72","1","1","0","0","1","0.33333334","0.66666669","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","8","8","3","3008","1","0","0","3","3","1","1","1","0","40","40","80","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","9","8","1","3008","1","0","0","2","2","1","0","0","1","29","43","72","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"CH/S-D","30","10","8","5","3008","1","0","0","5","5","1","0","1","0","54","26","80","1","0","1","0.5","1","0.33333334","0","1","0","0.66666669","0.33333334","0","0","0","0","0","0","1","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
