"obn","time","session","period","group","game","subjectid","subject","message","messagecode","late","type","strategy1","strategy2","payoff_1","payoff_2","payoff_manager","surplus_babbling"
"4680","33","3","7","7","1","311","11","Es el juego: 5","Es el juego 5","0","1","1","1","26","54","80","64"
"4681","33","3","7","7","1","309","9","Es el juego: 1","Es el juego 1","0","2","1","1","26","54","80","64"
"4682","35","3","7","7","1","311","11","Es el juego: 5","Es el juego 5","0","1","1","1","26","54","80","64"
"4683","35","3","7","7","1","309","9","Es el juego: 1","Es el juego 1","0","2","1","1","26","54","80","64"
"4684","36","3","7","7","1","311","11","Es el juego: 5","Es el juego 5","0","1","1","1","26","54","80","64"
"4685","36","3","7","7","1","309","9","Es el juego: 1","Es el juego 1","0","2","1","1","26","54","80","64"
"4686","37","3","7","7","1","311","11","Es el juego: 5","Es el juego 5","0","1","1","1","26","54","80","64"
"4687","39","3","7","7","1","309","9","Es el juego: 1","Es el juego 1","0","2","1","1","26","54","80","64"
"4688","39","3","7","7","1","311","11","Es el juego: 5","Es el juego 5","0","1","1","1","26","54","80","64"
"4689","40","3","7","7","1","309","9","Es el juego: 1","Es el juego 1","0","2","1","1","26","54","80","64"
"4690","41","3","7","7","1","311","11","Es el juego: 5","Es el juego 5","0","1","1","1","26","54","80","64"
"4691","42","3","7","7","1","309","9","Es el juego: 1","Es el juego 1","0","2","1","1","26","54","80","64"
"4692","42","3","7","7","1","311","11","Es el juego: 5","Es el juego 5","0","1","1","1","26","54","80","64"
"4693","44","3","7","7","1","309","9","F está mintiendo","F está mintiendo","0","2","1","1","26","54","80","64"
"4694","44","3","7","7","1","311","11","Es el juego: 5","Es el juego 5","0","1","1","1","26","54","80","64"
"4695","45","3","7","7","1","309","9","Es el juego: 1","Es el juego 1","0","2","1","1","26","54","80","64"
"4696","46","3","7","7","1","311","11","Es el juego: 5","Es el juego 5","0","1","1","1","26","54","80","64"
"4697","3","3","7","8","2","320","20","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","33","47","80","72"
"4698","5","3","7","8","2","320","20","Por favor decidme la verdad","Por favor decidme la verdad","0","0","2","2","33","47","80","72"
"4699","16","3","7","8","2","305","5","Es el juego: 2","Es el juego 2","0","2","2","2","33","47","80","72"
"4700","23","3","7","8","2","305","5","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","2","2","33","47","80","72"
"4701","25","3","7","8","2","313","13","Es el juego: 5","Es el juego 5","0","1","2","2","33","47","80","72"
"4702","27","3","7","8","2","313","13","C está mintiendo","C está mintiendo","0","1","2","2","33","47","80","72"
"4703","29","3","7","8","2","313","13","C está mintiendo","C está mintiendo","0","1","2","2","33","47","80","72"
"4704","31","3","7","8","2","313","13","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","2","2","33","47","80","72"
"4705","31","3","7","8","2","305","5","F está mintiendo","F está mintiendo","0","2","2","2","33","47","80","72"
"4706","33","3","7","8","2","305","5","F está mintiendo","F está mintiendo","0","2","2","2","33","47","80","72"
"4707","33","3","7","8","2","313","13","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","2","2","33","47","80","72"
"4708","34","3","7","8","2","305","5","F está mintiendo","F está mintiendo","0","2","2","2","33","47","80","72"
"4709","35","3","7","8","2","313","13","C está mintiendo","C está mintiendo","0","1","2","2","33","47","80","72"
"4710","36","3","7","8","2","305","5","F está mintiendo","F está mintiendo","0","2","2","2","33","47","80","72"
"4711","37","3","7","8","2","305","5","Es el juego: 2","Es el juego 2","0","2","2","2","33","47","80","72"
"4712","37","3","7","8","2","313","13","Es el juego: 5","Es el juego 5","0","1","2","2","33","47","80","72"
"4713","38","3","7","8","2","305","5","Es el juego: 2","Es el juego 2","0","2","2","2","33","47","80","72"
"4714","39","3","7","8","2","313","13","Es el juego: 5","Es el juego 5","0","1","2","2","33","47","80","72"
"4715","39","3","7","8","2","305","5","Es el juego: 2","Es el juego 2","0","2","2","2","33","47","80","72"
"4716","40","3","7","8","2","313","13","Es el juego: 5","Es el juego 5","0","1","2","2","33","47","80","72"
"4717","41","3","7","8","2","305","5","Es el juego: 2","Es el juego 2","0","2","2","2","33","47","80","72"
"4718","43","3","7","8","2","313","13","C está mintiendo","C está mintiendo","0","1","2","2","33","47","80","72"
"4719","45","3","7","8","2","313","13","Es el juego: 5","Es el juego 5","0","1","2","2","33","47","80","72"
"4720","46","3","7","8","2","313","13","C está mintiendo","C está mintiendo","0","1","2","2","33","47","80","72"
"4721","19","3","7","9","3","316","16","Es el juego: 4","Es el juego 4","0","1","3","3","40","40","80","80"
"4722","34","3","7","9","3","303","3","Es el juego: 3","Es el juego 3","0","2","3","3","40","40","80","80"
"4723","36","3","7","9","3","303","3","F está mintiendo","F está mintiendo","0","2","3","3","40","40","80","80"
"4724","42","3","7","9","3","303","3","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","3","3","40","40","80","80"
"-999","0","2","8","1","2","221","21","","-999","0","0","1","1","22","50","72","72"
"499","3","1","8","1","2","124","24","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","33","47","80","72"
"500","9","1","8","1","2","117","17","Es el juego: 2","Es el juego 2","0","1","2","2","33","47","80","72"
"501","18","1","8","1","2","124","24","Por favor decidme la verdad","Por favor decidme la verdad","0","0","2","2","33","47","80","72"
"502","28","1","8","1","2","117","17","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","2","2","33","47","80","72"
"503","32","1","8","1","2","103","3","F está diciendo la verdad","F está diciendo la verdad","0","2","2","2","33","47","80","72"
"504","2","1","8","2","5","123","23","¿En qué juego estamos?","¿En qué juego estamos?","0","0","5","5","54","26","80","64"
"505","3","1","8","2","5","123","23","Por favor decidme la verdad","Por favor decidme la verdad","0","0","5","5","54","26","80","64"
"506","6","1","8","2","5","116","16","Es el juego: 5","Es el juego 5","0","1","5","5","54","26","80","64"
"507","10","1","8","2","5","123","23","Por favor decidme la verdad","Por favor decidme la verdad","0","0","5","5","54","26","80","64"
"508","12","1","8","2","5","102","2","F está mintiendo","F está mintiendo","0","2","5","5","54","26","80","64"
"509","17","1","8","2","5","116","16","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","5","5","54","26","80","64"
"510","17","1","8","2","5","123","23","Por favor decidme la verdad","Por favor decidme la verdad","0","0","5","5","54","26","80","64"
"511","19","1","8","2","5","123","23","¿En qué juego estamos?","¿En qué juego estamos?","0","0","5","5","54","26","80","64"
"512","21","1","8","2","5","102","2","Es el juego: 3","Es el juego 3","0","2","5","5","54","26","80","64"
"513","25","1","8","2","5","102","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","5","5","54","26","80","64"
"514","26","1","8","2","5","123","23","Por favor decidme la verdad","Por favor decidme la verdad","0","0","5","5","54","26","80","64"
"515","34","1","8","2","5","123","23","Por favor decidme la verdad","Por favor decidme la verdad","0","0","5","5","54","26","80","64"
"516","35","1","8","2","5","102","2","Es el juego: 3","Es el juego 3","0","2","5","5","54","26","80","64"
"517","2","1","8","3","4","121","21","Por favor decidme la verdad","Por favor decidme la verdad","0","0","3","3","36","36","72","72"
"518","4","1","8","3","4","121","21","¿En qué juego estamos?","¿En qué juego estamos?","0","0","3","3","36","36","72","72"
"519","8","1","8","3","4","114","14","Es el juego: 4","Es el juego 4","0","1","3","3","36","36","72","72"
"520","14","1","8","3","4","107","7","Es el juego: 4","Es el juego 4","0","2","3","3","36","36","72","72"
"521","19","1","8","3","4","107","7","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","3","3","36","36","72","72"
"522","31","1","8","3","4","107","7","F está diciendo la verdad","F está diciendo la verdad","0","2","3","3","36","36","72","72"
"523","4","1","8","4","2","115","15","Es el juego: 5","Es el juego 5","0","1","5","5","42","14","56","72"
"524","5","1","8","4","2","101","1","Es el juego: 2","Es el juego 2","0","2","5","5","42","14","56","72"
"525","7","1","8","4","2","120","20","Por favor decidme la verdad","Por favor decidme la verdad","0","0","5","5","42","14","56","72"
"526","9","1","8","4","2","115","15","Es el juego: 5","Es el juego 5","0","1","5","5","42","14","56","72"
"527","9","1","8","4","2","101","1","Es el juego: 2","Es el juego 2","0","2","5","5","42","14","56","72"
"528","11","1","8","4","2","115","15","Es el juego: 5","Es el juego 5","0","1","5","5","42","14","56","72"
"529","13","1","8","4","2","101","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","5","5","42","14","56","72"
"530","20","1","8","4","2","115","15","C está mintiendo","C está mintiendo","0","1","5","5","42","14","56","72"
"531","22","1","8","4","2","101","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","5","5","42","14","56","72"
"532","23","1","8","4","2","115","15","C está mintiendo","C está mintiendo","0","1","5","5","42","14","56","72"
"533","25","1","8","4","2","115","15","C está mintiendo","C está mintiendo","0","1","5","5","42","14","56","72"
"534","28","1","8","4","2","101","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","5","5","42","14","56","72"
"535","30","1","8","4","2","115","15","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","5","5","42","14","56","72"
"536","32","1","8","4","2","115","15","C está mintiendo","C está mintiendo","0","1","5","5","42","14","56","72"
"537","37","1","8","4","2","101","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","5","5","42","14","56","72"
"538","40","1","8","4","2","115","15","C está mintiendo","C está mintiendo","0","1","5","5","42","14","56","72"
"539","41","1","8","4","2","115","15","C está mintiendo","C está mintiendo","0","1","5","5","42","14","56","72"
"540","43","1","8","4","2","115","15","C está mintiendo","C está mintiendo","0","1","5","5","42","14","56","72"
"541","44","1","8","4","2","120","20","¿En qué juego estamos?","¿En qué juego estamos?","0","0","5","5","42","14","56","72"
"542","46","1","8","4","2","101","1","Es el juego: 2","Es el juego 2","0","2","5","5","42","14","56","72"
"543","2","1","8","5","4","126","26","¿En qué juego estamos?","¿En qué juego estamos?","0","0","1","1","14","42","56","72"
"544","3","1","8","5","4","106","6","Es el juego: 1","Es el juego 1","0","2","1","1","14","42","56","72"
"545","9","1","8","5","4","113","13","Es el juego: 1","Es el juego 1","0","1","1","1","14","42","56","72"
"546","6","1","8","6","4","125","25","¿En qué juego estamos?","¿En qué juego estamos?","0","0","5","5","50","22","72","72"
"547","9","1","8","6","4","111","11","Es el juego: 4","Es el juego 4","0","1","5","5","50","22","72","72"
"548","11","1","8","6","4","108","8","Es el juego: 4","Es el juego 4","0","2","5","5","50","22","72","72"
"549","13","1","8","6","4","108","8","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","5","5","50","22","72","72"
"550","15","1","8","6","4","108","8","F está diciendo la verdad","F está diciendo la verdad","0","2","5","5","50","22","72","72"
"551","21","1","8","6","4","125","25","Por favor decidme la verdad","Por favor decidme la verdad","0","0","5","5","50","22","72","72"
"552","29","1","8","6","4","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","5","5","50","22","72","72"
"553","31","1","8","6","4","108","8","Es el juego: 1","Es el juego 1","0","2","5","5","50","22","72","72"
"554","33","1","8","6","4","111","11","C está diciendo la verdad","C está diciendo la verdad","0","1","5","5","50","22","72","72"
"555","36","1","8","6","4","111","11","C está mintiendo","C está mintiendo","0","1","5","5","50","22","72","72"
"556","37","1","8","6","4","125","25","¿En qué juego estamos?","¿En qué juego estamos?","0","0","5","5","50","22","72","72"
"557","38","1","8","6","4","111","11","Es el juego: 4","Es el juego 4","0","1","5","5","50","22","72","72"
"558","38","1","8","6","4","108","8","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","5","5","50","22","72","72"
"559","39","1","8","6","4","111","11","Es el juego: 4","Es el juego 4","0","1","5","5","50","22","72","72"
"560","41","1","8","6","4","111","11","Es el juego: 4","Es el juego 4","0","1","5","5","50","22","72","72"
"561","42","1","8","6","4","111","11","Es el juego: 4","Es el juego 4","0","1","5","5","50","22","72","72"
"562","45","1","8","6","4","111","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","5","5","50","22","72","72"
"563","46","1","8","6","4","108","8","Es el juego: 1","Es el juego 1","0","2","5","5","50","22","72","72"
"564","3","1","8","7","4","119","19","¿En qué juego estamos?","¿En qué juego estamos?","0","0","4","4","47","33","80","72"
"565","6","1","8","7","4","118","18","Es el juego: 4","Es el juego 4","0","1","4","4","47","33","80","72"
"566","8","1","8","7","4","104","4","F está mintiendo","F está mintiendo","0","2","4","4","47","33","80","72"
"567","11","1","8","7","4","104","4","Es el juego: 2","Es el juego 2","0","2","4","4","47","33","80","72"
"568","13","1","8","7","4","119","19","Por favor decidme la verdad","Por favor decidme la verdad","0","0","4","4","47","33","80","72"
"569","17","1","8","7","4","118","18","C está mintiendo","C está mintiendo","0","1","4","4","47","33","80","72"
"570","20","1","8","7","4","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","4","4","47","33","80","72"
"571","21","1","8","7","4","104","4","F está mintiendo","F está mintiendo","0","2","4","4","47","33","80","72"
"572","28","1","8","7","4","118","18","C está mintiendo","C está mintiendo","0","1","4","4","47","33","80","72"
"573","31","1","8","7","4","119","19","¿En qué juego estamos?","¿En qué juego estamos?","0","0","4","4","47","33","80","72"
"574","31","1","8","7","4","118","18","Es el juego: 4","Es el juego 4","0","1","4","4","47","33","80","72"
"575","33","1","8","7","4","104","4","Es el juego: 2","Es el juego 2","0","2","4","4","47","33","80","72"
"576","36","1","8","7","4","118","18","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","4","4","47","33","80","72"
"577","38","1","8","7","4","119","19","¿En qué juego estamos?","¿En qué juego estamos?","0","0","4","4","47","33","80","72"
"578","40","1","8","7","4","104","4","F está mintiendo","F está mintiendo","0","2","4","4","47","33","80","72"
"579","41","1","8","7","4","118","18","Es el juego: 4","Es el juego 4","0","1","4","4","47","33","80","72"
"580","44","1","8","7","4","104","4","Es el juego: 2","Es el juego 2","0","2","4","4","47","33","80","72"
"581","1","1","8","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","29","43","72","80"
"582","3","1","8","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","29","43","72","80"
"583","5","1","8","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","29","43","72","80"
"584","6","1","8","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","29","43","72","80"
"585","8","1","8","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","29","43","72","80"
"586","9","1","8","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","29","43","72","80"
"587","10","1","8","8","3","110","10","Es el juego: 3","Es el juego 3","0","1","2","2","29","43","72","80"
"588","11","1","8","8","3","122","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","29","43","72","80"
"589","11","1","8","8","3","105","5","Es el juego: 3","Es el juego 3","0","2","2","2","29","43","72","80"
"590","12","1","8","8","3","122","22","Por favor decidme la verdad","Por favor decidme la verdad","0","0","2","2","29","43","72","80"
"591","13","1","8","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","2","2","29","43","72","80"
"592","14","1","8","8","3","122","22","Por favor decidme la verdad","Por favor decidme la verdad","0","0","2","2","29","43","72","80"
"593","15","1","8","8","3","105","5","F está diciendo la verdad","F está diciendo la verdad","0","2","2","2","29","43","72","80"
"594","17","1","8","8","3","105","5","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","2","2","29","43","72","80"
"595","23","1","8","8","3","122","22","Por favor decidme la verdad","Por favor decidme la verdad","0","0","2","2","29","43","72","80"
"596","24","1","8","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","0","1","2","2","29","43","72","80"
"597","27","1","8","8","3","110","10","C está diciendo la verdad","C está diciendo la verdad","0","1","2","2","29","43","72","80"
"598","32","1","8","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","2","2","29","43","72","80"
"599","46","1","8","8","3","110","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","2","2","29","43","72","80"
"600","2","1","8","9","3","127","27","¿En qué juego estamos?","¿En qué juego estamos?","0","0","3","3","40","40","80","80"
"601","4","1","8","9","3","127","27","Por favor decidme la verdad","Por favor decidme la verdad","0","0","3","3","40","40","80","80"
"602","14","1","8","9","3","112","12","Es el juego: 3","Es el juego 3","0","1","3","3","40","40","80","80"
"603","21","1","8","9","3","127","27","¿En qué juego estamos?","¿En qué juego estamos?","0","0","3","3","40","40","80","80"
"604","25","1","8","9","3","112","12","Es el juego: 3","Es el juego 3","0","1","3","3","40","40","80","80"
"605","28","1","8","9","3","112","12","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","3","3","40","40","80","80"
"606","39","1","8","9","3","109","9","F está diciendo la verdad","F está diciendo la verdad","0","2","3","3","40","40","80","80"
"2377","10","2","8","1","2","203","3","Es el juego: 2","Es el juego 2","0","2","1","1","22","50","72","72"
"2378","16","2","8","1","2","213","13","C está diciendo la verdad","C está diciendo la verdad","0","1","1","1","22","50","72","72"
"2379","3","2","8","2","5","220","20","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","21","35","56","64"
"2380","11","2","8","2","5","220","20","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","21","35","56","64"
"2381","19","2","8","2","5","209","9","Es el juego: 2","Es el juego 2","0","2","2","2","21","35","56","64"
"2382","21","2","8","2","5","220","20","Por favor decidme la verdad","Por favor decidme la verdad","0","0","2","2","21","35","56","64"
"2383","22","2","8","2","5","215","15","Es el juego: 5","Es el juego 5","0","1","2","2","21","35","56","64"
"2384","22","2","8","2","5","209","9","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","2","2","21","35","56","64"
"2385","24","2","8","2","5","215","15","C está mintiendo","C está mintiendo","0","1","2","2","21","35","56","64"
"2386","25","2","8","2","5","209","9","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","2","2","21","35","56","64"
"2387","26","2","8","2","5","215","15","C está mintiendo","C está mintiendo","0","1","2","2","21","35","56","64"
"2388","27","2","8","2","5","220","20","Por favor decidme la verdad","Por favor decidme la verdad","0","0","2","2","21","35","56","64"
"2389","27","2","8","2","5","209","9","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","2","2","21","35","56","64"
"2390","29","2","8","2","5","209","9","Es el juego: 2","Es el juego 2","0","2","2","2","21","35","56","64"
"2391","29","2","8","2","5","215","15","C está mintiendo","C está mintiendo","0","1","2","2","21","35","56","64"
"2392","31","2","8","2","5","209","9","Es el juego: 2","Es el juego 2","0","2","2","2","21","35","56","64"
"2393","34","2","8","2","5","209","9","F está mintiendo","F está mintiendo","0","2","2","2","21","35","56","64"
"2394","37","2","8","2","5","209","9","F está mintiendo","F está mintiendo","0","2","2","2","21","35","56","64"
"2395","40","2","8","2","5","209","9","F está mintiendo","F está mintiendo","0","2","2","2","21","35","56","64"
"2396","42","2","8","2","5","209","9","F está mintiendo","F está mintiendo","0","2","2","2","21","35","56","64"
"2397","45","2","8","2","5","209","9","F está mintiendo","F está mintiendo","0","2","2","2","21","35","56","64"
"2398","4","2","8","3","4","222","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","1","1","14","42","56","72"
"2399","18","2","8","3","4","222","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","1","1","14","42","56","72"
"2400","20","2","8","3","4","222","22","¿En qué juego estamos?","¿En qué juego estamos?","0","0","1","1","14","42","56","72"
"2401","20","2","8","3","4","211","11","Es el juego: 5","Es el juego 5","0","1","1","1","14","42","56","72"
"2402","24","2","8","3","4","202","2","Es el juego: 1","Es el juego 1","0","2","1","1","14","42","56","72"
"2403","27","2","8","3","4","202","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","1","1","14","42","56","72"
"2404","27","2","8","3","4","222","22","Por favor decidme la verdad","Por favor decidme la verdad","0","0","1","1","14","42","56","72"
"2405","30","2","8","3","4","202","2","F está mintiendo","F está mintiendo","0","2","1","1","14","42","56","72"
"2406","32","2","8","3","4","211","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","1","1","14","42","56","72"
"2407","33","2","8","3","4","202","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","1","1","14","42","56","72"
"2408","35","2","8","3","4","211","11","C está mintiendo","C está mintiendo","0","1","1","1","14","42","56","72"
"2409","37","2","8","3","4","202","2","Es el juego: 1","Es el juego 1","0","2","1","1","14","42","56","72"
"2410","38","2","8","3","4","211","11","C está mintiendo","C está mintiendo","0","1","1","1","14","42","56","72"
"2411","39","2","8","3","4","202","2","Es el juego: 1","Es el juego 1","0","2","1","1","14","42","56","72"
"2412","40","2","8","3","4","202","2","Es el juego: 1","Es el juego 1","0","2","1","1","14","42","56","72"
"2413","41","2","8","3","4","211","11","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","1","1","14","42","56","72"
"2414","44","2","8","3","4","211","11","Es el juego: 5","Es el juego 5","0","1","1","1","14","42","56","72"
"2415","46","2","8","3","4","202","2","F está mintiendo","F está mintiendo","0","2","1","1","14","42","56","72"
"2416","46","2","8","3","4","211","11","Es el juego: 5","Es el juego 5","0","1","1","1","14","42","56","72"
"2417","3","2","8","4","2","224","24","¿En qué juego estamos?","¿En qué juego estamos?","0","0","3","3","36","36","72","72"
"2418","6","2","8","4","2","224","24","Por favor decidme la verdad","Por favor decidme la verdad","0","0","3","3","36","36","72","72"
"2419","22","2","8","4","2","201","1","Es el juego: 3","Es el juego 3","0","2","3","3","36","36","72","72"
"2420","30","2","8","4","2","218","18","C está diciendo la verdad","C está diciendo la verdad","0","1","3","3","36","36","72","72"
"2421","32","2","8","4","2","224","24","Por favor decidme la verdad","Por favor decidme la verdad","0","0","3","3","36","36","72","72"
"2422","35","2","8","4","2","201","1","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","3","3","36","36","72","72"
"2423","41","2","8","4","2","218","18","C está diciendo la verdad","C está diciendo la verdad","0","1","3","3","36","36","72","72"
"2424","43","2","8","4","2","218","18","Es el juego: 3","Es el juego 3","0","1","3","3","36","36","72","72"
"2425","6","2","8","5","4","225","25","¿En qué juego estamos?","¿En qué juego estamos?","0","0","4","4","47","33","80","72"
"2426","9","2","8","5","4","205","5","Es el juego: 4","Es el juego 4","0","2","4","4","47","33","80","72"
"2427","26","2","8","5","4","216","16","Es el juego: 4","Es el juego 4","0","1","4","4","47","33","80","72"
"2428","27","2","8","5","4","225","25","Por favor decidme la verdad","Por favor decidme la verdad","0","0","4","4","47","33","80","72"
"2429","30","2","8","5","4","216","16","C está diciendo la verdad","C está diciendo la verdad","0","1","4","4","47","33","80","72"
"2430","33","2","8","5","4","216","16","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","4","4","47","33","80","72"
"2431","4","2","8","6","4","212","12","Es el juego: 4","Es el juego 4","0","1","4","4","47","33","80","72"
"2432","4","2","8","6","4","227","27","¿En qué juego estamos?","¿En qué juego estamos?","0","0","4","4","47","33","80","72"
"2433","5","2","8","6","4","212","12","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","4","4","47","33","80","72"
"2434","24","2","8","6","4","207","7","F está diciendo la verdad","F está diciendo la verdad","0","2","4","4","47","33","80","72"
"2435","26","2","8","6","4","212","12","C está diciendo la verdad","C está diciendo la verdad","0","1","4","4","47","33","80","72"
"2436","41","2","8","6","4","227","27","Por favor decidme la verdad","Por favor decidme la verdad","0","0","4","4","47","33","80","72"
"2437","44","2","8","6","4","212","12","Es el juego: 4","Es el juego 4","0","1","4","4","47","33","80","72"
"2438","46","2","8","6","4","212","12","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","4","4","47","33","80","72"
"2439","2","2","8","7","4","226","26","¿En qué juego estamos?","¿En qué juego estamos?","0","0","4","4","47","33","80","72"
"2440","3","2","8","7","4","226","26","Por favor decidme la verdad","Por favor decidme la verdad","0","0","4","4","47","33","80","72"
"2441","5","2","8","7","4","226","26","Por favor decidme la verdad","Por favor decidme la verdad","0","0","4","4","47","33","80","72"
"2442","12","2","8","7","4","214","14","Es el juego: 4","Es el juego 4","0","1","4","4","47","33","80","72"
"2443","15","2","8","7","4","214","14","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","4","4","47","33","80","72"
"2444","26","2","8","7","4","206","6","Es el juego: 3","Es el juego 3","0","2","4","4","47","33","80","72"
"2445","28","2","8","7","4","214","14","C está mintiendo","C está mintiendo","0","1","4","4","47","33","80","72"
"2446","29","2","8","7","4","206","6","F está mintiendo","F está mintiendo","0","2","4","4","47","33","80","72"
"2447","30","2","8","7","4","214","14","C está mintiendo","C está mintiendo","0","1","4","4","47","33","80","72"
"2448","32","2","8","7","4","214","14","C está mintiendo","C está mintiendo","0","1","4","4","47","33","80","72"
"2449","40","2","8","7","4","214","14","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","4","4","47","33","80","72"
"2450","42","2","8","7","4","214","14","Es el juego: 4","Es el juego 4","0","1","4","4","47","33","80","72"
"2451","44","2","8","7","4","206","6","Es el juego: 3","Es el juego 3","0","2","4","4","47","33","80","72"
"2452","46","2","8","7","4","206","6","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","4","4","47","33","80","72"
"2453","1","2","8","8","3","219","19","¿En qué juego estamos?","¿En qué juego estamos?","0","0","3","3","40","40","80","80"
"2454","14","2","8","8","3","208","8","Es el juego: 3","Es el juego 3","0","2","3","3","40","40","80","80"
"2455","15","2","8","8","3","217","17","Es el juego: 3","Es el juego 3","0","1","3","3","40","40","80","80"
"2456","17","2","8","8","3","217","17","C está diciendo la verdad","C está diciendo la verdad","0","1","3","3","40","40","80","80"
"2457","18","2","8","8","3","208","8","F está diciendo la verdad","F está diciendo la verdad","0","2","3","3","40","40","80","80"
"2458","22","2","8","8","3","208","8","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","3","3","40","40","80","80"
"2459","3","2","8","9","3","223","23","¿En qué juego estamos?","¿En qué juego estamos?","0","0","3","2","26","29","55","80"
"2460","5","2","8","9","3","223","23","Por favor decidme la verdad","Por favor decidme la verdad","0","0","3","2","26","29","55","80"
"2461","5","2","8","9","3","204","4","Es el juego: 3","Es el juego 3","0","2","3","2","26","29","55","80"
"2462","7","2","8","9","3","210","10","Es el juego: 3","Es el juego 3","0","1","3","2","26","29","55","80"
"2463","8","2","8","9","3","204","4","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","3","2","26","29","55","80"
"2464","9","2","8","9","3","210","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","3","2","26","29","55","80"
"2465","11","2","8","9","3","210","10","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","1","3","2","26","29","55","80"
"4725","1","3","8","1","2","321","21","¿En qué juego estamos?","¿En qué juego estamos?","0","0","2","2","33","47","80","72"
"4726","3","3","8","1","2","321","21","Por favor decidme la verdad","Por favor decidme la verdad","0","0","2","2","33","47","80","72"
"4727","11","3","8","1","2","302","2","Es el juego: 2","Es el juego 2","0","2","2","2","33","47","80","72"
"4728","14","3","8","1","2","302","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","2","2","33","47","80","72"
"4729","16","3","8","1","2","302","2","Estoy diciendo la verdad","Estoy diciendo la verdad.","0","2","2","2","33","47","80","72"
"4730","28","3","8","1","2","318","18","C está diciendo la verdad","C está diciendo la verdad","0","1","2","2","33","47","80","72"
"4731","46","3","8","1","2","318","18","Es el juego: 2","Es el juego 2","0","1","2","2","33","47","80","72"
"4732","2","3","8","2","5","327","27","¿En qué juego estamos?","¿En qué juego estamos?","0","0","3","3","32","32","64","64"
"4733","5","3","8","2","5","301","1","Es el juego: 3","Es el juego 3","0","2","3","3","32","32","64","64"
